temperature_c,humidity_pct,light_norm,label
28.4,46.12,0.6537,normal
50.55,87.63,0.2458,critical
34.38,69.71,0.3831,warning
18.6,41.31,0.5868,normal
47.37,92.29,0.2741,critical
20.67,60.16,0.5571,normal
46.7,88.4,0.0814,critical
29.24,79.87,0.423,warning
33.84,81.77,0.3029,warning
23.97,54.27,0.5096,normal
48.08,85.06,0.2239,critical
16.69,55.64,0.3741,normal
23.17,54.56,0.518,normal
35.45,68.08,0.188,warning
28.19,29.4,0.6658,normal
53.86,91.24,0.0336,critical
15.55,38.03,0.9354,normal
18.83,55.24,0.7773,normal
54.08,96.44,0.2897,critical
47.24,91.88,0.2938,critical
37.33,72.52,0.5145,warning
30.8,42.8,0.5137,warning
24.21,45.11,0.4295,normal
23.25,41.62,0.7298,normal
40.88,95.3,0.0944,critical
44.02,91.3,0.0701,critical
26.23,47.98,0.5153,normal
42.07,86.91,0.1499,critical
36.48,73.62,0.3119,warning
30.84,63.28,0.5397,warning
25.5,46.34,0.8152,normal
22.36,48.14,0.9784,normal
15.96,38.16,0.7804,normal
51.71,87.22,0.3155,critical
22.33,62.66,0.551,normal
25.67,47.55,0.878,normal
27.79,63.94,0.9075,normal
15.29,64.14,0.6054,normal
25.04,48.94,0.4087,normal
47.29,86.71,0.0842,critical
28.87,35.84,0.7604,normal
50.96,84.14,0.1625,critical
39.88,77.12,0.5116,warning
26.2,45.88,0.6184,normal
25.45,36.64,0.9199,normal
36.39,66.57,0.4492,warning
18.28,49.63,0.7414,normal
35.9,67.46,0.3266,warning
47.29,90.28,0.2566,critical
17.16,37.09,0.4385,normal
17.43,58.22,0.5539,normal
24.04,52.9,0.6856,normal
39.55,73.21,0.4816,warning
25.48,37.52,0.8652,normal
32.55,80.17,0.4676,warning
33.69,82.61,0.5134,warning
34.61,71.83,0.3072,warning
36.55,84.3,0.5724,warning
35.6,72.63,0.5741,warning
27.11,43.3,0.7573,normal
31.01,35.06,0.4789,warning
21.27,44.2,0.6107,normal
31.9,76.68,0.1445,warning
29.09,83.95,0.1587,warning
45.16,84.76,0.368,critical
16.27,54.29,0.427,normal
33.56,71.83,0.531,warning
46.66,85.96,0.1977,critical
38.04,82.19,0.4,warning
36.45,74.88,0.4386,warning
18.43,55.03,0.4449,normal
45.22,93.77,0.2471,critical
36.41,72.36,0.4421,warning
33.58,75.19,0.1666,warning
19.27,63.77,0.7965,normal
32.92,67.36,0.4681,warning
21.93,54.47,0.3882,normal
32.91,78.17,0.5541,warning
55.47,89.76,0.3869,critical
29.94,70.19,0.1228,warning
33.9,81.95,0.2513,warning
42.96,92.96,0.3872,critical
17.09,45.18,0.5192,normal
36.77,89.73,0.3512,critical
24.36,56.44,0.6948,normal
23.25,53.88,0.3787,normal
27.63,64.59,0.8926,normal
33.91,63.58,0.2415,warning
25.94,40.38,0.845,normal
33.78,79.32,0.5463,warning
16.83,79.6,0.8464,warning
37.42,82.97,0.4287,warning
22.39,46.84,0.4466,normal
22.14,52.68,0.5191,normal
33.12,69.85,0.5976,warning
23.04,48.73,0.5817,normal
20.83,38.86,0.6704,normal
50.55,81.72,0.0495,critical
28.7,61.17,0.4674,normal
24.34,60.39,0.5273,normal
37.08,70.8,0.3918,warning
37.61,73.92,0.3854,warning
20.62,52.0,0.8494,normal
42.29,80.63,0.0104,critical
43.47,83.14,0.1577,critical
37.71,83.39,0.3348,warning
22.93,53.38,0.89,normal
19.63,40.73,0.9709,normal
21.64,49.4,0.9804,normal
29.91,64.8,0.2625,normal
33.43,66.91,0.5787,warning
19.5,47.1,0.3816,normal
32.36,71.53,0.1278,warning
30.9,60.59,0.5979,warning
32.49,76.86,0.5825,warning
23.15,46.77,0.904,normal
36.71,82.43,0.2425,warning
46.09,82.72,0.0482,critical
17.75,50.61,0.8741,normal
43.76,97.06,0.0525,critical
18.18,33.71,0.6832,normal
27.77,75.68,0.3382,warning
18.13,45.95,0.8417,normal
35.55,68.6,0.3171,warning
20.97,51.29,0.5721,normal
19.22,51.62,0.7961,normal
24.63,59.68,0.7592,normal
18.72,48.72,0.6343,normal
25.81,43.73,0.4466,normal
28.0,65.54,0.897,normal
42.69,89.39,0.0191,critical
23.08,51.41,0.42,normal
44.41,91.01,0.2643,critical
31.92,73.41,0.2274,warning
37.09,77.91,0.157,warning
20.67,44.65,0.4684,normal
44.7,91.3,0.3507,critical
20.43,62.71,0.6457,normal
31.99,68.87,0.2325,warning
29.92,45.8,0.4717,normal
35.97,82.61,0.402,warning
23.31,46.58,0.6973,normal
23.99,50.18,0.4616,normal
15.93,52.2,0.9147,normal
27.3,47.11,0.6664,normal
14.06,31.7,0.5845,normal
31.88,68.21,0.2975,warning
33.5,77.44,0.1069,warning
22.55,51.16,0.9808,normal
23.73,44.69,0.7716,normal
43.48,85.68,0.2504,critical
34.49,71.85,0.2505,warning
41.59,91.29,0.0087,critical
34.87,77.49,0.4513,warning
26.4,47.46,0.9089,normal
19.69,46.58,0.7201,normal
22.65,47.21,0.3551,normal
17.68,38.45,0.9867,normal
25.8,36.69,0.7373,normal
18.88,47.23,0.6669,normal
16.67,51.17,0.7475,normal
42.81,81.7,0.1952,critical
20.91,38.05,0.6243,normal
45.42,91.66,0.3572,critical
18.07,55.63,0.6716,normal
49.42,88.27,0.279,critical
36.45,75.54,0.1961,warning
20.38,56.04,0.4928,normal
49.06,87.54,0.2408,critical
36.41,68.89,0.1656,warning
44.3,97.59,0.3839,critical
48.98,83.52,0.2938,critical
48.04,81.4,0.3378,critical
32.24,72.18,0.4746,warning
20.95,45.44,0.4797,normal
32.91,73.58,0.308,warning
25.4,49.67,0.4861,normal
22.73,50.56,0.9226,normal
20.54,54.6,0.8882,normal
22.8,48.43,0.3914,normal
16.97,55.85,0.4284,normal
22.5,57.62,0.5712,normal
45.24,91.22,0.3511,critical
21.75,55.69,0.7986,normal
16.08,48.56,0.8092,normal
49.84,87.61,0.1829,critical
23.06,45.93,0.4188,normal
16.64,38.82,0.9658,normal
46.52,88.69,0.0422,critical
16.46,35.26,0.9421,normal
23.83,56.93,0.637,normal
15.51,49.4,0.4145,normal
32.37,71.4,0.1689,warning
35.87,70.62,0.3079,warning
46.36,86.28,0.3237,critical
43.43,94.98,0.0341,critical
17.33,62.05,0.5844,normal
20.83,45.06,0.8398,normal
43.46,91.7,0.3207,critical
42.49,92.66,0.1835,critical
26.27,35.76,0.5852,normal
35.65,75.52,0.105,warning
49.32,78.75,0.0339,critical
17.51,76.02,0.4568,warning
28.25,56.36,0.7791,normal
16.56,33.25,0.3876,normal
41.72,84.18,0.2641,critical
18.68,48.96,0.6113,normal
43.86,84.24,0.1217,critical
21.6,28.12,0.3551,normal
33.32,81.02,0.5602,warning
20.66,39.65,0.4833,normal
39.22,87.57,0.2608,critical
31.97,65.11,0.4908,warning
32.36,76.87,0.2508,warning
36.63,76.04,0.4625,warning
33.9,72.41,0.596,warning
21.63,54.31,0.7087,normal
29.0,73.88,0.18,warning
29.03,53.11,0.7351,normal
34.28,83.61,0.4633,warning
35.45,74.8,0.13,warning
42.08,95.03,0.1418,critical
27.54,54.29,0.4311,normal
32.54,82.8,0.3266,warning
53.2,89.03,0.3956,critical
14.23,41.51,0.758,normal
30.05,73.6,0.2752,warning
20.49,67.12,0.8147,normal
31.78,68.01,0.3598,warning
22.05,58.91,0.7285,normal
35.26,70.75,0.149,warning
20.21,31.77,0.4033,normal
39.81,78.99,0.3381,warning
18.38,53.19,0.6921,normal
41.89,86.82,0.1579,critical
45.6,95.86,0.1694,critical
37.4,94.25,0.1958,critical
39.51,73.44,0.1722,warning
26.4,61.29,0.4341,normal
32.31,65.43,0.159,warning
47.05,95.51,0.2986,critical
25.61,46.69,0.9687,normal
18.71,43.89,0.4286,normal
20.97,48.75,0.4496,normal
27.63,86.09,0.2516,critical
14.95,51.56,0.4424,normal
20.93,48.31,0.9313,normal
24.14,45.53,0.8824,normal
32.47,75.18,0.2743,warning
36.14,71.22,0.3865,warning
14.13,41.38,0.8579,normal
29.27,76.24,0.4029,warning
46.36,84.09,0.1844,critical
30.88,76.69,0.5332,warning
18.73,65.97,0.7819,normal
43.54,91.96,0.1582,critical
36.26,86.79,0.356,critical
45.49,82.82,0.3464,critical
32.96,68.72,0.4981,warning
20.64,37.62,0.4305,normal
43.56,88.81,0.2475,critical
20.83,48.47,0.7207,normal
35.27,80.28,0.5484,warning
28.83,66.09,0.4668,normal
28.98,52.09,0.5094,normal
19.7,29.9,0.6387,normal
23.91,37.2,0.6112,normal
29.64,55.55,0.3651,normal
31.13,77.0,0.5298,warning
20.73,57.03,0.4245,normal
47.97,91.77,0.0576,critical
45.94,92.17,0.1227,critical
32.47,76.67,0.4072,warning
21.57,52.09,0.388,normal
43.29,92.8,0.1651,critical
20.25,58.67,0.888,normal
35.46,77.32,0.4761,warning
42.0,87.0,0.301,critical
32.89,76.63,0.1303,warning
18.01,52.24,0.6647,normal
32.17,77.0,0.5431,warning
20.76,75.54,0.7888,warning
46.12,96.36,0.3141,critical
32.97,79.81,0.142,warning
32.67,72.46,0.584,warning
27.9,85.38,0.491,critical
17.92,47.55,0.9425,normal
45.83,90.07,0.1859,critical
23.58,42.74,0.9819,normal
31.31,50.08,0.6634,warning
39.75,84.48,0.1521,warning
18.63,61.37,0.7304,normal
44.78,89.9,0.2957,critical
31.66,73.37,0.2977,warning
35.18,76.91,0.3782,warning
33.41,80.23,0.4052,warning
49.38,88.84,0.2728,critical
20.29,56.5,0.8393,normal
31.84,76.1,0.5915,warning
32.19,79.65,0.3998,warning
28.11,51.53,0.7702,normal
26.55,50.15,0.9359,normal
32.55,70.43,0.5476,warning
20.04,33.77,0.6998,normal
47.34,82.96,0.031,critical
39.56,76.83,0.4358,warning
20.25,41.76,0.8783,normal
23.76,41.68,0.4652,normal
22.7,34.64,0.3555,normal
36.87,92.72,0.1778,critical
22.14,51.97,0.5327,normal
36.49,72.77,0.145,warning
43.43,87.22,0.2871,critical
46.46,95.81,0.1452,critical
20.34,71.27,0.8095,warning
46.67,93.19,0.3284,critical
15.58,62.27,0.7199,normal
16.94,50.48,0.7789,normal
16.45,43.92,0.7173,normal
23.92,52.09,0.3923,normal
21.69,62.97,0.4982,normal
39.09,88.74,0.0767,critical
29.93,61.04,0.4465,normal
19.01,48.43,0.7141,normal
12.96,56.73,0.7666,normal
47.22,89.43,0.3755,critical
10.11,63.41,0.5281,normal
20.1,39.85,0.585,normal
34.35,64.64,0.2123,warning
33.45,80.14,0.3244,warning
48.63,90.11,0.0327,critical
21.18,49.01,0.8293,normal
50.16,89.28,0.0298,critical
22.0,56.0,0.552,normal
44.73,88.4,0.192,critical
23.91,37.48,0.7571,normal
20.47,56.55,0.4201,normal
46.27,94.55,0.0218,critical
18.43,65.38,0.9633,normal
22.9,36.28,0.8467,normal
18.29,40.68,0.4056,normal
34.73,75.48,0.2566,warning
34.63,73.5,0.1638,warning
25.77,44.74,0.546,normal
33.22,73.69,0.4388,warning
31.66,73.48,0.2907,warning
27.5,59.46,0.5015,normal
30.43,70.7,0.1053,warning
40.69,95.93,0.352,critical
43.33,86.9,0.375,critical
22.9,39.23,0.5633,normal
34.49,77.18,0.3976,warning
38.83,78.63,0.1968,warning
30.17,71.84,0.2281,warning
40.35,93.82,0.1778,critical
22.31,67.84,0.3893,normal
32.79,79.95,0.5799,warning
22.09,41.37,0.9254,normal
34.27,72.21,0.2543,warning
19.89,58.01,0.3553,normal
40.84,86.11,0.0229,critical
14.41,49.15,0.9082,normal
32.25,76.55,0.2002,warning
38.42,70.23,0.2708,warning
18.96,36.6,0.9883,normal
31.82,72.37,0.3892,warning
38.04,73.41,0.3093,warning
35.73,79.69,0.4946,warning
36.04,75.92,0.1018,warning
34.37,78.57,0.412,warning
22.45,66.25,0.9692,normal
18.78,64.31,0.4835,normal
26.87,77.76,0.5858,warning
34.66,75.55,0.1576,warning
21.34,56.36,0.7307,normal
22.12,47.02,0.3693,normal
34.6,77.93,0.5427,warning
21.29,41.06,0.7104,normal
22.36,51.88,0.8979,normal
34.52,74.45,0.4387,warning
16.9,62.13,0.4221,normal
25.14,46.67,0.5061,normal
35.61,68.15,0.5706,warning
44.35,72.5,0.5408,critical
23.06,47.46,0.4439,normal
52.33,85.92,0.0767,critical
31.91,78.35,0.3998,warning
24.96,48.92,0.38,normal
32.55,72.84,0.3677,warning
22.88,41.36,0.3846,normal
24.3,30.52,0.9035,normal
30.17,45.89,0.486,warning
25.93,55.52,0.7813,normal
26.38,54.73,0.8384,normal
19.08,40.57,0.6741,normal
31.42,75.98,0.2869,warning
32.37,67.55,0.3474,warning
45.53,95.03,0.3685,critical
33.29,74.31,0.2098,warning
48.32,99.54,0.1584,critical
43.11,99.84,0.2285,critical
25.56,46.18,0.7079,normal
23.11,53.13,0.6389,normal
31.63,80.32,0.3326,warning
42.95,86.37,0.187,critical
29.44,79.89,0.2585,warning
32.6,77.12,0.2169,warning
19.69,42.53,0.4036,normal
35.98,69.99,0.4218,warning
24.04,27.72,0.414,normal
47.01,90.61,0.0801,critical
34.88,79.22,0.2514,warning
24.43,36.1,0.5284,normal
31.09,58.06,0.5992,warning
34.07,66.8,0.5562,warning
25.37,50.45,0.8845,normal
46.84,85.02,0.1623,critical
16.88,42.97,0.6568,normal
28.94,74.33,0.1746,warning
43.7,92.15,0.2997,critical
41.24,90.96,0.3144,critical
22.31,34.01,0.6499,normal
34.68,70.82,0.1939,warning
34.59,67.33,0.2048,warning
17.14,53.95,0.5936,normal
32.61,73.77,0.5717,warning
29.28,51.11,0.8923,normal
32.33,79.4,0.4429,warning
16.29,59.91,0.6994,normal
45.6,90.96,0.3141,critical
48.04,88.64,0.3811,critical
31.96,81.17,0.4015,warning
39.74,83.7,0.3921,warning
23.13,59.54,0.6974,normal
22.72,54.44,0.7202,normal
13.9,56.36,0.4106,normal
26.02,57.73,0.3708,normal
20.27,39.26,0.4713,normal
40.98,80.43,0.2419,critical
34.47,82.3,0.135,warning
37.39,77.14,0.1859,warning
24.62,42.06,0.4521,normal
36.86,78.97,0.3391,warning
31.05,60.43,0.9127,warning
47.86,92.47,0.1729,critical
33.15,69.51,0.4019,warning
37.7,72.52,0.3512,warning
44.72,86.32,0.003,critical
34.68,76.42,0.2996,warning
47.73,84.29,0.3641,critical
25.22,42.36,0.7245,normal
21.74,41.79,0.9226,normal
40.02,92.1,0.2847,critical
20.38,63.17,0.8765,normal
35.03,78.37,0.55,warning
45.53,84.5,0.3643,critical
24.11,61.85,0.6058,normal
48.79,88.76,0.3482,critical
45.16,96.95,0.1168,critical
27.35,42.23,0.8196,normal
22.95,61.42,0.9951,normal
24.71,69.66,0.1383,normal
27.39,60.47,0.5619,normal
31.82,76.16,0.353,warning
20.48,50.92,0.8014,normal
21.99,40.2,0.8349,normal
24.48,42.09,0.357,normal
39.03,82.36,0.2636,warning
45.96,84.24,0.0273,critical
19.16,47.77,0.9675,normal
26.72,64.3,0.897,normal
46.37,90.84,0.0402,critical
32.98,80.95,0.2954,warning
38.5,78.98,0.4387,warning
35.61,78.87,0.2083,warning
38.39,76.61,0.2081,warning
19.5,32.02,0.8775,normal
17.98,37.7,0.9331,normal
19.35,55.45,0.3841,normal
39.16,75.25,0.4836,warning
36.62,72.9,0.2193,warning
49.51,92.84,0.3957,critical
20.64,55.58,0.7848,normal
35.14,85.17,0.4985,critical
47.17,87.35,0.0668,critical
32.76,76.21,0.2636,warning
19.6,47.54,0.4846,normal
27.15,71.94,0.1604,warning
22.85,59.15,0.4629,normal
19.15,55.03,0.603,normal
20.57,50.95,0.8798,normal
32.31,71.12,0.1337,warning
22.67,58.31,0.7393,normal
23.84,49.51,0.6985,normal
53.78,89.42,0.0686,critical
27.24,46.55,0.9879,normal
44.01,82.9,0.3889,critical
20.76,41.57,0.763,normal
35.96,72.09,0.5258,warning
18.41,51.01,0.7455,normal
42.62,87.5,0.2562,critical
22.59,63.23,0.9924,normal
22.6,63.76,0.9329,normal
43.63,97.63,0.3029,critical
20.97,47.6,0.5934,normal
21.34,55.49,0.4829,normal
30.81,55.35,0.7387,warning
28.18,44.53,0.5636,normal
20.99,64.14,0.8443,normal
11.07,46.4,0.7712,normal
45.79,91.06,0.3388,critical
32.91,78.25,0.3697,warning
26.93,41.81,0.5114,normal
43.55,82.64,0.2432,critical
32.06,77.99,0.3212,warning
30.07,50.77,0.3955,warning
24.01,63.27,0.442,normal
22.5,54.21,0.7352,normal
26.53,29.78,0.5036,normal
51.67,93.79,0.1246,critical
21.47,42.62,0.4647,normal
46.02,94.1,0.1793,critical
19.9,44.0,0.8578,normal
31.4,62.92,0.6089,warning
48.13,94.69,0.2021,critical
21.36,33.17,0.8827,normal
34.16,74.04,0.2907,warning
37.08,68.31,0.5608,warning
32.57,73.38,0.4633,warning
21.8,61.15,0.6448,normal
42.14,94.82,0.0288,critical
24.94,58.52,0.4506,normal
22.24,51.49,0.6755,normal
33.46,69.25,0.5628,warning
55.88,85.14,0.1493,critical
16.29,50.94,0.7324,normal
33.29,75.76,0.5608,warning
18.13,58.55,0.4762,normal
19.17,52.99,0.9435,normal
21.17,38.24,0.6676,normal
43.67,82.85,0.2604,critical
38.38,71.37,0.2212,warning
39.37,76.97,0.4155,warning
19.24,36.16,0.7695,normal
33.76,80.5,0.4405,warning
45.85,96.79,0.3807,critical
22.34,48.68,0.8511,normal
16.51,32.43,0.6085,normal
14.63,38.92,0.687,normal
35.18,79.86,0.5149,warning
45.94,94.24,0.3871,critical
32.4,70.88,0.254,warning
39.05,95.39,0.2911,critical
26.82,57.53,0.8548,normal
20.76,54.6,0.8367,normal
25.65,45.71,0.5503,normal
53.34,89.25,0.0006,critical
27.59,56.56,0.6912,normal
42.33,83.29,0.0683,critical
30.7,80.53,0.199,warning
50.04,100.0,0.1803,critical
23.01,44.11,0.3883,normal
24.77,65.39,0.5186,normal
49.35,87.05,0.2507,critical
16.28,35.81,0.458,normal
33.22,79.69,0.2384,warning
19.09,61.11,0.6606,normal
21.14,45.92,0.3897,normal
34.0,74.4,0.3912,warning
23.8,49.65,0.6895,normal
27.43,50.62,0.9915,normal
22.66,26.86,0.6576,normal
43.8,94.52,0.1483,critical
42.96,62.67,0.5084,critical
27.51,44.64,0.596,normal
49.51,91.65,0.1321,critical
36.68,78.25,0.4492,warning
20.7,29.33,0.4403,normal
15.53,37.95,0.5317,normal
19.7,32.55,0.5895,normal
30.76,70.04,0.3376,warning
19.79,53.35,0.991,normal
29.06,45.18,0.3608,normal
33.41,76.18,0.5038,warning
20.02,59.64,0.7444,normal
41.54,94.04,0.0325,critical
13.67,60.13,0.955,normal
39.9,74.19,0.5526,warning
21.67,41.7,0.4768,normal
25.01,59.49,0.7217,normal
24.95,40.72,0.4331,normal
22.98,41.9,0.7875,normal
14.23,43.85,0.4592,normal
20.13,51.64,0.7807,normal
22.16,56.89,0.8396,normal
21.07,46.35,0.6327,normal
45.5,87.11,0.3716,critical
38.19,70.1,0.2102,warning
45.78,95.68,0.359,critical
23.55,53.77,0.6975,normal
21.73,45.7,0.7997,normal
28.43,33.3,0.8481,normal
41.36,85.75,0.1508,critical
33.01,67.01,0.2908,warning
18.78,39.99,0.9065,normal
47.02,86.68,0.0463,critical
47.47,91.13,0.2962,critical
38.58,71.82,0.1581,warning
16.72,64.47,0.9701,normal
33.85,74.87,0.1309,warning
14.44,45.7,0.9869,normal
32.79,79.32,0.4397,warning
35.05,69.2,0.4008,warning
34.52,79.94,0.3691,warning
32.37,75.68,0.5714,warning
24.45,39.95,0.6463,normal
44.19,88.33,0.2661,critical
35.48,67.61,0.3994,warning
30.7,89.2,0.1617,critical
28.26,49.69,0.6609,normal
24.22,39.71,0.8077,normal
27.96,84.86,0.2666,warning
47.29,86.96,0.2931,critical
48.3,82.79,0.021,critical
35.25,72.65,0.3438,warning
13.03,68.13,0.7785,normal
53.13,77.49,0.2192,critical
42.86,96.42,0.3961,critical
46.19,85.03,0.2111,critical
20.73,65.11,0.4768,normal
35.86,71.07,0.1655,warning
46.08,83.41,0.322,critical
49.69,83.63,0.183,critical
23.12,54.66,0.8024,normal
33.57,77.7,0.2091,warning
45.93,81.85,0.0037,critical
33.41,68.53,0.4392,warning
35.69,74.8,0.5752,warning
39.11,94.24,0.3704,critical
30.91,65.35,0.4668,warning
32.6,59.07,0.7726,warning
27.39,67.68,0.4135,normal
21.13,51.49,0.5066,normal
15.91,51.09,0.9705,normal
43.77,86.03,0.2767,critical
47.65,82.97,0.3111,critical
49.83,84.56,0.1101,critical
19.81,42.15,0.428,normal
50.03,92.88,0.2675,critical
21.14,49.87,0.7224,normal
19.13,46.48,0.8345,normal
22.7,43.92,0.6647,normal
32.03,70.8,0.3857,warning
23.18,52.12,0.9408,normal
34.54,71.93,0.5064,warning
27.06,51.58,0.6987,normal
23.76,39.29,0.6873,normal
29.91,70.99,0.495,warning
26.76,61.76,0.9777,normal
48.02,88.11,0.2396,critical
24.17,61.51,0.8703,normal
23.5,53.67,0.484,normal
48.72,95.45,0.3406,critical
32.91,56.1,0.679,warning
18.72,59.48,0.625,normal
34.04,74.98,0.2503,warning
26.57,45.99,0.8588,normal
19.66,40.87,0.7251,normal
44.36,84.28,0.3944,critical
19.02,59.96,0.4864,normal
52.02,95.39,0.0948,critical
23.28,57.81,0.8912,normal
27.24,46.41,0.4904,normal
44.67,92.03,0.2489,critical
48.74,91.73,0.1527,critical
25.33,44.25,0.4041,normal
33.92,80.26,0.4473,warning
32.88,74.57,0.4663,warning
38.63,74.77,0.1963,warning
30.95,80.27,0.5103,warning
18.7,43.61,0.4498,normal
26.26,49.49,0.3668,normal
20.72,47.57,0.431,normal
36.91,79.02,0.133,warning
43.58,86.34,0.1334,critical
20.83,69.94,0.4967,normal
36.91,75.3,0.5844,warning
20.64,53.25,0.9517,normal
36.18,82.21,0.2533,warning
35.51,69.77,0.3645,warning
19.55,30.94,0.7085,normal
15.35,36.68,0.461,normal
25.75,46.72,0.5744,normal
21.43,23.8,0.6956,normal
15.55,39.1,0.66,normal
34.29,75.5,0.3568,warning
23.16,54.31,0.5962,normal
21.88,46.72,0.8215,normal
28.19,47.5,0.5119,normal
17.14,40.11,0.469,normal
29.13,48.46,0.6764,normal
21.32,60.43,0.9621,normal
27.39,37.56,0.5484,normal
52.09,80.55,0.1626,critical
45.33,92.01,0.0318,critical
44.79,78.06,0.066,critical
38.63,77.91,0.3771,warning
13.86,50.91,0.9754,normal
17.76,55.48,0.825,normal
17.23,51.53,0.9987,normal
37.54,70.0,0.3027,warning
29.09,67.66,0.473,normal
32.96,67.41,0.4748,warning
46.24,98.19,0.3803,critical
25.67,31.54,0.6933,normal
17.77,41.34,0.977,normal
18.22,31.61,0.6903,normal
22.25,53.9,0.8956,normal
26.62,73.94,0.3114,warning
19.2,56.66,0.4236,normal
35.95,73.05,0.3696,warning
34.15,72.51,0.2496,warning
33.44,78.33,0.469,warning
32.09,73.53,0.2524,warning
51.24,87.07,0.3303,critical
26.35,52.46,0.7515,normal
42.26,90.35,0.2462,critical
20.23,58.23,0.3534,normal
47.98,87.96,0.1418,critical
49.74,93.46,0.0339,critical
19.7,49.48,0.4305,normal
32.26,75.23,0.4283,warning
34.45,79.96,0.2496,warning
43.72,91.38,0.3246,critical
25.33,56.78,0.8956,normal
23.97,57.95,0.6321,normal
16.87,65.64,0.479,normal
22.43,52.66,0.6065,normal
21.67,28.51,0.4542,normal
23.44,60.84,0.7824,normal
21.59,60.4,0.7076,normal
35.46,67.47,0.2624,warning
34.56,64.71,0.3509,warning
52.83,85.55,0.1555,critical
47.47,91.52,0.0085,critical
24.63,59.76,0.8488,normal
22.51,65.01,0.5724,normal
52.47,88.79,0.1737,critical
33.15,80.59,0.4804,warning
34.02,77.88,0.3556,warning
34.02,83.53,0.5321,warning
36.26,74.86,0.5103,warning
23.99,64.84,0.8765,normal
32.93,69.37,0.1906,warning
38.01,74.69,0.4172,warning
34.21,77.64,0.1192,warning
40.89,74.31,0.3132,critical
33.03,73.54,0.1255,warning
31.86,77.35,0.4167,warning
22.42,58.99,0.6615,normal
29.7,74.55,0.2521,warning
21.61,58.06,0.5782,normal
31.71,77.16,0.1238,warning
23.27,50.83,0.8341,normal
34.8,80.49,0.5542,warning
35.55,76.89,0.5742,warning
32.33,78.22,0.1484,warning
27.05,51.09,0.9103,normal
42.79,97.17,0.1446,critical
22.88,37.93,0.5915,normal
32.79,72.22,0.292,warning
35.2,73.28,0.4713,warning
36.9,79.56,0.5561,warning
32.9,72.32,0.4523,warning
47.41,89.11,0.2186,critical
18.46,63.41,0.9933,normal
23.9,65.25,0.3785,normal
23.81,61.81,0.5141,normal
51.61,83.16,0.3627,critical
30.39,46.7,0.6415,warning
20.21,28.47,0.394,normal
27.94,80.64,0.3519,warning
51.36,90.93,0.2787,critical
34.63,76.1,0.3831,warning
23.69,35.21,0.8315,normal
41.14,94.56,0.3481,critical
35.78,74.46,0.4754,warning
16.81,61.57,0.6106,normal
21.66,56.32,0.454,normal
47.24,97.57,0.3517,critical
23.11,39.33,0.81,normal
42.64,89.33,0.0881,critical
33.01,68.88,0.1856,warning
24.83,52.09,0.3754,normal
26.95,66.64,0.9527,normal
21.09,67.54,0.7676,normal
34.03,84.31,0.3673,warning
36.77,75.04,0.4026,warning
20.87,53.06,0.8086,normal
15.9,45.12,0.6154,normal
19.29,44.29,0.3872,normal
25.0,32.94,0.4925,normal
35.83,74.32,0.5858,warning
11.2,43.54,0.8558,normal
22.36,45.34,0.8348,normal
41.7,94.92,0.348,critical
42.64,85.27,0.3267,critical
22.58,57.78,0.7281,normal
24.37,34.37,0.4512,normal
46.74,98.0,0.1475,critical
35.09,73.72,0.1908,warning
49.16,99.14,0.0755,critical
39.54,90.48,0.259,critical
24.36,50.79,0.4655,normal
17.69,58.44,0.3951,normal
24.7,53.28,0.9409,normal
35.36,74.57,0.3634,warning
20.94,32.03,0.7421,normal
21.41,51.42,0.8873,normal
22.49,35.67,0.3784,normal
22.02,54.18,0.4427,normal
21.54,48.82,0.9781,normal
47.83,89.38,0.2945,critical
18.69,63.32,0.4815,normal
40.89,90.79,0.1777,critical
23.86,57.67,0.4504,normal
51.76,92.64,0.251,critical
27.34,63.04,0.4168,normal
44.61,95.73,0.3346,critical
51.54,98.58,0.0096,critical
43.97,91.25,0.2621,critical
23.24,70.32,0.6001,warning
51.56,83.81,0.045,critical
34.7,77.11,0.1509,warning
25.62,47.42,0.7502,normal
28.67,65.34,0.9479,normal
50.32,85.85,0.0712,critical
16.69,47.42,0.7916,normal
25.48,62.01,0.546,normal
35.14,70.78,0.152,warning
51.09,86.3,0.3732,critical
24.35,35.37,0.3996,normal
31.3,50.32,0.4466,warning
44.04,86.35,0.1562,critical
20.74,32.74,0.661,normal
37.59,77.7,0.5798,warning
21.69,54.28,0.9966,normal
23.64,58.97,0.5576,normal
16.54,57.08,0.6191,normal
22.97,41.33,0.8714,normal
32.72,71.91,0.3093,warning
41.06,90.11,0.213,critical
35.28,70.56,0.3905,warning
30.53,78.1,0.4467,warning
21.93,34.42,0.5029,normal
58.77,90.29,0.0069,critical
12.61,40.98,0.9486,normal
36.59,76.7,0.5244,warning
50.95,83.13,0.1179,critical
37.63,82.71,0.5859,warning
24.55,46.12,0.8881,normal
24.05,51.87,0.9753,normal
44.89,85.33,0.0105,critical
25.76,47.89,0.8059,normal
45.18,88.33,0.335,critical
22.68,48.2,0.5874,normal
23.41,51.91,0.72,normal
22.89,44.75,0.4686,normal
45.73,81.7,0.2794,critical
33.05,79.9,0.2687,warning
23.21,34.88,0.5364,normal
26.6,67.13,0.3709,normal
22.03,38.17,0.3571,normal
49.0,83.45,0.3504,critical
28.68,71.86,0.5596,warning
15.71,49.82,0.6254,normal
27.95,72.41,0.689,warning
48.05,89.64,0.0847,critical
